Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-82.96,42.28,WINDSOR,6139530,11/22/2020,2020,11,22,4.5,1,2.8,15.2,0,8,0,8,0,9,35
-82.96,42.28,WINDSOR,6139530,11/23/2020,2020,11,23,8,1,4.5,13.5,0,0,0,0,0,29,45
-82.96,42.28,WINDSOR,6139530,11/24/2020,2020,11,24,6.5,-3.5,1.5,16.5,0,3.8,0,3.8,0,,
-82.96,42.28,WINDSOR,6139530,11/25/2020,2020,11,25,10.5,2,6.3,11.7,0,7.4,0,7.4,0,,
-82.96,42.28,WINDSOR,6139530,11/26/2020,2020,11,26,9,8.5,8.8,9.2,0,0,0,0,0,27,39
-82.96,42.28,WINDSOR,6139530,11/27/2020,2020,11,27,8,6,7,11,0,0,0,0,0,30,45
-82.96,42.28,WINDSOR,6139530,11/28/2020,2020,11,28,8.5,0,4.3,13.7,0,0,0,0,0,24,37
-82.96,42.28,WINDSOR,6139530,11/29/2020,2020,11,29,10.5,1,5.8,12.2,0,5.6,0,5.6,0,22,39
-82.96,42.28,WINDSOR,6139530,11/30/2020,2020,11,30,2.5,0.5,1.5,16.5,0,0,8,8,0,34,59
-82.96,42.28,WINDSOR,6139530,12/1/2020,2020,12,1,2,-3,-0.5,18.5,0,0,1,1,6,31,52
-82.96,42.28,WINDSOR,6139530,12/2/2020,2020,12,2,7.5,-1,3.3,14.7,0,0,0,0,5,29,45
-82.96,42.28,WINDSOR,6139530,12/3/2020,2020,12,3,8.5,-1,3.8,14.2,0,0,0,0,3,21,48
-82.96,42.28,WINDSOR,6139530,12/4/2020,2020,12,4,8.5,3,5.8,12.2,0,0,0,0,0,23,52
-82.96,42.28,WINDSOR,6139530,12/5/2020,2020,12,5,3,-0.5,1.3,16.7,0,0,0,0,0,33,33
-82.96,42.28,WINDSOR,6139530,12/6/2020,2020,12,6,1,-2,-0.5,18.5,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,12/7/2020,2020,12,7,2,-0.5,0.8,17.2,0,0,0,0,0,32,35
-82.96,42.28,WINDSOR,6139530,12/8/2020,2020,12,8,4,-4.5,-0.3,18.3,0,0,0,0,0,22,58
-82.96,42.28,WINDSOR,6139530,12/9/2020,2020,12,9,5.5,1.5,3.5,14.5,0,0,0,0,0,26,52
-82.96,42.28,WINDSOR,6139530,12/10/2020,2020,12,10,10,-2.5,3.8,14.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,12/11/2020,2020,12,11,9.5,1,5.3,12.7,0,14.4,0,14.4,0,3,37
-82.96,42.28,WINDSOR,6139530,12/12/2020,2020,12,12,13.5,5,9.3,8.7,0,2.2,0,2.2,0,23,65
-82.96,42.28,WINDSOR,6139530,12/13/2020,2020,12,13,2,0,1,17,0,0,0,0,0,32,35
-82.96,42.28,WINDSOR,6139530,12/14/2020,2020,12,14,1.5,-0.5,0.5,17.5,0,0,0,0,0,30,55
-82.96,42.28,WINDSOR,6139530,12/15/2020,2020,12,15,-1,-5.5,-3.3,21.3,0,0,0,0,0,6,37
-82.96,42.28,WINDSOR,6139530,12/16/2020,2020,12,16,0,-2.5,-1.3,19.3,0,0,2.6,2.6,0,6,54
-82.96,42.28,WINDSOR,6139530,12/17/2020,2020,12,17,0,-2.5,-1.3,19.3,0,0,2.6,2.6,3,3,33
-82.96,42.28,WINDSOR,6139530,12/18/2020,2020,12,18,2.5,-2,0.3,17.7,0,0,0,0,5,,
-82.96,42.28,WINDSOR,6139530,12/19/2020,2020,12,19,4,-2.5,0.8,17.2,0,1.5,0.2,1.7,0,19,41
-82.96,42.28,WINDSOR,6139530,12/20/2020,2020,12,20,5,1,3,15,0,0,0,0,0,24,50
-82.96,42.28,WINDSOR,6139530,12/21/2020,2020,12,21,4.5,-0.5,2,16,0,2.6,0,2.6,0,22,35
-82.96,42.28,WINDSOR,6139530,12/22/2020,2020,12,22,5,2,3.5,14.5,0,0,0,0,0,28,45
-82.96,42.28,WINDSOR,6139530,12/23/2020,2020,12,23,10.5,1.5,6,12,0,1.4,0,1.4,0,18,72
-82.96,42.28,WINDSOR,6139530,12/24/2020,2020,12,24,-1,-3.5,-2.3,20.3,0,0,4.4,4.4,0,18,76
-82.96,42.28,WINDSOR,6139530,12/25/2020,2020,12,25,-4,-6.5,-5.3,23.3,0,0,2.6,2.6,0,25,59
-82.96,42.28,WINDSOR,6139530,12/26/2020,2020,12,26,-1.5,-6.5,-4,22,0,0,0,0,7,26,46
-82.96,42.28,WINDSOR,6139530,12/27/2020,2020,12,27,7,-5,1,17,0,1.4,0,1.4,6,20,58
-82.96,42.28,WINDSOR,6139530,12/28/2020,2020,12,28,2,0.5,1.3,16.7,0,0,0.2,0.2,0,26,72
-82.96,42.28,WINDSOR,6139530,12/29/2020,2020,12,29,2.5,-4,-0.8,18.8,0,2.2,0.6,2.8,0,16,37
-82.96,42.28,WINDSOR,6139530,12/30/2020,2020,12,30,6.5,-2.5,2,16,0,3.6,0,3.6,0,26,65
-82.96,42.28,WINDSOR,6139530,12/31/2020,2020,12,31,2,-1,0.5,17.5,0,0,0,0,0,28,54
-82.96,42.28,WINDSOR,6139530,1/1/2021,2021,1,1,1.5,-6,-2.3,20.3,0,8,2.8,10.8,0,8,50
-82.96,42.28,WINDSOR,6139530,1/2/2021,2021,1,2,3,0,1.5,16.5,0,0.2,3.4,3.6,1,,
-82.96,42.28,WINDSOR,6139530,1/3/2021,2021,1,3,2.5,0.5,1.5,16.5,0,0.2,0,0.2,3,,
-82.96,42.28,WINDSOR,6139530,1/4/2021,2021,1,4,2,0.5,1.3,16.7,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/5/2021,2021,1,5,2.5,-0.5,1,17,0,0,0.6,0.6,0,,
-82.96,42.28,WINDSOR,6139530,1/6/2021,2021,1,6,4,1,2.5,15.5,0,0,0.4,0.4,0,,
-82.96,42.28,WINDSOR,6139530,1/7/2021,2021,1,7,3.5,1,2.3,15.7,0,0,0,0,0,2,35
-82.96,42.28,WINDSOR,6139530,1/8/2021,2021,1,8,1,-1.5,-0.3,18.3,0,0,0,0,0,35,39
-82.96,42.28,WINDSOR,6139530,1/9/2021,2021,1,9,5.5,-4.5,0.5,17.5,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/10/2021,2021,1,10,2.5,-7,-2.3,20.3,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,1/11/2021,2021,1,11,0,-3,-1.5,19.5,0,0,0,0,0,23,45
-82.96,42.28,WINDSOR,6139530,1/12/2021,2021,1,12,1,-3,-1,19,0,0,0,0,0,22,37
-82.96,42.28,WINDSOR,6139530,1/13/2021,2021,1,13,7.5,-1,3.3,14.7,0,0,0,0,0,23,41
-82.96,42.28,WINDSOR,6139530,1/14/2021,2021,1,14,7,2,4.5,13.5,0,0.2,0,0.2,0,20,35
-82.96,42.28,WINDSOR,6139530,1/15/2021,2021,1,15,5,1,3,15,0,0,3.4,3.4,0,11,41
-82.96,42.28,WINDSOR,6139530,1/16/2021,2021,1,16,2,-2,0,18,0,0,0.4,0.4,0,24,35
-82.96,42.28,WINDSOR,6139530,1/17/2021,2021,1,17,4,-1,1.5,16.5,0,0,2.6,2.6,0,,
-82.96,42.28,WINDSOR,6139530,1/18/2021,2021,1,18,2,0,1,17,0,0,0.2,0.2,0,25,42
-82.96,42.28,WINDSOR,6139530,1/19/2021,2021,1,19,2,-1,0.5,17.5,0,0,1,1,0,27,46
-82.96,42.28,WINDSOR,6139530,1/20/2021,2021,1,20,2,-7.5,-2.8,20.8,0,0,0,0,0,22,55
-82.96,42.28,WINDSOR,6139530,1/21/2021,2021,1,21,6.5,-3.5,1.5,16.5,0,0,0,0,0,25,63
-82.96,42.28,WINDSOR,6139530,1/22/2021,2021,1,22,-2,-4.5,-3.3,21.3,0,0,0,0,0,32,52
-82.96,42.28,WINDSOR,6139530,1/23/2021,2021,1,23,-0.5,-8,-4.3,22.3,0,0,0,0,0,32,41
-82.96,42.28,WINDSOR,6139530,1/24/2021,2021,1,24,-1.5,-7.5,-4.5,22.5,0,0,5.4,5.4,0,17,32
-82.96,42.28,WINDSOR,6139530,1/25/2021,2021,1,25,0,-3.5,-1.8,19.8,0,0,2.2,2.2,0,6,41
-82.96,42.28,WINDSOR,6139530,1/26/2021,2021,1,26,0.5,-1,-0.3,18.3,0,0,1,1,6,5,50
-82.96,42.28,WINDSOR,6139530,1/27/2021,2021,1,27,-1.5,-7.5,-4.5,22.5,0,0,0,0,7,34,37
-82.96,42.28,WINDSOR,6139530,1/28/2021,2021,1,28,-4.5,-8.5,-6.5,24.5,0,0,0,0,6,34,45
-82.96,42.28,WINDSOR,6139530,1/29/2021,2021,1,29,-1.5,-9.5,-5.5,23.5,0,0,0,0,5,33,33
-82.96,42.28,WINDSOR,6139530,1/30/2021,2021,1,30,-1,-11,-6,24,0,0,1.6,1.6,5,,
-82.96,42.28,WINDSOR,6139530,1/31/2021,2021,1,31,-0.5,-3,-1.8,19.8,0,0,0.2,0.2,7,6,52
-82.96,42.28,WINDSOR,6139530,2/1/2021,2021,2,1,-0.5,-4,-2.3,20.3,0,0,0.8,0.8,7,2,48
-82.96,42.28,WINDSOR,6139530,2/2/2021,2021,2,2,1.5,-5,-1.8,19.8,0,0,0,0,8,32,52
-82.96,42.28,WINDSOR,6139530,2/3/2021,2021,2,3,2.5,-7,-2.3,20.3,0,0,0,0,7,33,33
-82.96,42.28,WINDSOR,6139530,2/4/2021,2021,2,4,2,-7.5,-2.8,20.8,0,0,6,6,7,14,58
-82.96,42.28,WINDSOR,6139530,2/5/2021,2021,2,5,-6,-7.5,-6.8,24.8,0,0,0,0,12,23,76
-82.96,42.28,WINDSOR,6139530,2/6/2021,2021,2,6,-5,-11,-8,26,0,0,0.8,0.8,12,23,48
-82.96,42.28,WINDSOR,6139530,2/7/2021,2021,2,7,-7.5,-11,-9.3,27.3,0,0,0,0,0,30,42
-82.96,42.28,WINDSOR,6139530,2/8/2021,2021,2,8,-7,-12,-9.5,27.5,0,0,3,3,12,,
-82.96,42.28,WINDSOR,6139530,2/9/2021,2021,2,9,-2.5,-10,-6.3,24.3,0,0,0,0,15,,
-82.96,42.28,WINDSOR,6139530,2/10/2021,2021,2,10,-6,-12.5,-9.3,27.3,0,0,0.8,0.8,13,,
-82.96,42.28,WINDSOR,6139530,2/11/2021,2021,2,11,-4,-11,-7.5,25.5,0,0,0,0,13,5,35
-82.96,42.28,WINDSOR,6139530,2/12/2021,2021,2,12,-3,-9,-6,24,0,0,1.8,1.8,13,4,39
-82.96,42.28,WINDSOR,6139530,2/13/2021,2021,2,13,-5.5,-8.5,-7,25,0,0,1.2,1.2,15,5,41
-82.96,42.28,WINDSOR,6139530,2/14/2021,2021,2,14,-3,-12,-7.5,25.5,0,0,2.8,2.8,16,,
-82.96,42.28,WINDSOR,6139530,2/15/2021,2021,2,15,-7,-10.5,-8.8,26.8,0,0,17.2,17.2,18,3,81
-82.96,42.28,WINDSOR,6139530,2/16/2021,2021,2,16,-5.5,-9,-7.3,25.3,0,0,0,0,35,1,55
-82.96,42.28,WINDSOR,6139530,2/17/2021,2021,2,17,-4.5,-17.5,-11,29,0,0,0,0,32,,
-82.96,42.28,WINDSOR,6139530,2/18/2021,2021,2,18,-3,-9,-6,24,0,0,3.8,3.8,30,3,35
-82.96,42.28,WINDSOR,6139530,2/19/2021,2021,2,19,-1,-6.5,-3.8,21.8,0,0,1.2,1.2,32,29,35
-82.96,42.28,WINDSOR,6139530,2/20/2021,2021,2,20,1,-9,-4,22,0,0,0,0,30,29,42
-82.96,42.28,WINDSOR,6139530,2/21/2021,2021,2,21,3,-13,-5,23,0,0.4,3.2,3.6,27,19,58
-82.96,42.28,WINDSOR,6139530,2/22/2021,2021,2,22,5,-2,1.5,16.5,0,0,0.6,0.6,25,22,59
-82.96,42.28,WINDSOR,6139530,2/23/2021,2021,2,23,9.5,-1,4.3,13.7,0,0,0,0,23,28,55
-82.96,42.28,WINDSOR,6139530,2/24/2021,2021,2,24,12,1.5,6.8,11.2,0,0,0,0,15,29,65
-82.96,42.28,WINDSOR,6139530,2/25/2021,2021,2,25,6.5,-4.5,1,17,0,0,0,0,7,30,45
-82.96,42.28,WINDSOR,6139530,2/26/2021,2021,2,26,6,-6.5,-0.3,18.3,0,2.6,0,2.6,4,16,37
-82.96,42.28,WINDSOR,6139530,2/27/2021,2021,2,27,12,-1,5.5,12.5,0,1.4,0,1.4,0,26,37
-82.96,42.28,WINDSOR,6139530,2/28/2021,2021,2,28,14.5,0,7.3,10.7,0,0,0,0,0,27,63
-82.96,42.28,WINDSOR,6139530,3/1/2021,2021,3,1,4.5,1,2.8,15.2,0,0,0,0,0,30,59
-82.96,42.28,WINDSOR,6139530,3/2/2021,2021,3,2,6,-9.5,-1.8,19.8,0,0,0,0,0,20,52
-82.96,42.28,WINDSOR,6139530,3/3/2021,2021,3,3,14,-0.5,6.8,11.2,0,0,0,0,0,30,45
-82.96,42.28,WINDSOR,6139530,3/4/2021,2021,3,4,1,-2,-0.5,18.5,0,0,0,0,0,36,46
-82.96,42.28,WINDSOR,6139530,3/5/2021,2021,3,5,5,-6,-0.5,18.5,0,0,0,0,0,32,48
-82.96,42.28,WINDSOR,6139530,3/6/2021,2021,3,6,5,-4,0.5,17.5,0,0,0,0,0,33,41
-82.96,42.28,WINDSOR,6139530,3/7/2021,2021,3,7,6,-6,0,18,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,3/8/2021,2021,3,8,18.5,-3,7.8,10.2,0,0,0,0,0,22,59
-82.96,42.28,WINDSOR,6139530,3/9/2021,2021,3,9,14,1,7.5,10.5,0,0,0,0,0,14,35
-82.96,42.28,WINDSOR,6139530,3/10/2021,2021,3,10,20.5,0.5,10.5,7.5,0,0,0,0,0,20,61
-82.96,42.28,WINDSOR,6139530,3/11/2021,2021,3,11,21.5,14,17.8,0.2,0,0,0,0,0,24,78
-82.96,42.28,WINDSOR,6139530,3/12/2021,2021,3,12,14.5,2,8.3,9.7,0,0,0,0,0,29,67
-82.96,42.28,WINDSOR,6139530,3/13/2021,2021,3,13,11.5,-4.5,3.5,14.5,0,0,0,0,0,27,42
-82.96,42.28,WINDSOR,6139530,3/14/2021,2021,3,14,9.5,3.5,6.5,11.5,0,0,0,0,0,1,59
-82.96,42.28,WINDSOR,6139530,3/15/2021,2021,3,15,3,-3,0,18,0,0,0,0,0,7,50
-82.96,42.28,WINDSOR,6139530,3/16/2021,2021,3,16,9.5,0,4.8,13.2,0,0,0,0,0,8,35
-82.96,42.28,WINDSOR,6139530,3/17/2021,2021,3,17,11,-2,4.5,13.5,0,1,0,1,0,5,45
-82.96,42.28,WINDSOR,6139530,3/18/2021,2021,3,18,5.5,2.5,4,14,0,0.4,0,0.4,0,3,72
-82.96,42.28,WINDSOR,6139530,3/19/2021,2021,3,19,7,-1.5,2.8,15.2,0,0,0,0,0,2,59
-82.96,42.28,WINDSOR,6139530,3/20/2021,2021,3,20,11.5,-6,2.8,15.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,3/21/2021,2021,3,21,18.5,3.5,11,7,0,0,0,0,0,22,39
-82.96,42.28,WINDSOR,6139530,3/22/2021,2021,3,22,21.5,0,10.8,7.2,0,0,0,0,0,18,41
-82.96,42.28,WINDSOR,6139530,3/23/2021,2021,3,23,21,3.5,12.3,5.7,0,0.6,0,0.6,0,14,39
-82.96,42.28,WINDSOR,6139530,3/24/2021,2021,3,24,22,8,15,3,0,0,0,0,0,22,68
-82.96,42.28,WINDSOR,6139530,3/25/2021,2021,3,25,19.5,8,13.8,4.2,0,43.2,0,43.2,0,4,63
-82.96,42.28,WINDSOR,6139530,3/26/2021,2021,3,26,14.5,4.5,9.5,8.5,0,0,0,0,0,32,63
-82.96,42.28,WINDSOR,6139530,3/27/2021,2021,3,27,15,4,9.5,8.5,0,20.8,0,20.8,0,17,37
-82.96,42.28,WINDSOR,6139530,3/28/2021,2021,3,28,11.5,6.5,9,9,0,0.4,0,0.4,0,25,80
-82.96,42.28,WINDSOR,6139530,3/29/2021,2021,3,29,11.5,-2,4.8,13.2,0,0,0,0,0,32,45
-82.96,42.28,WINDSOR,6139530,3/30/2021,2021,3,30,21,4.5,12.8,5.2,0,0.6,0,0.6,0,21,76
-82.96,42.28,WINDSOR,6139530,3/31/2021,2021,3,31,11.5,6.5,9,9,0,0,1.2,1.2,0,29,61
-82.96,42.28,WINDSOR,6139530,4/1/2021,2021,4,1,1.5,-3,-0.8,18.8,0,0,0.2,0.2,1,35,58
-82.96,42.28,WINDSOR,6139530,4/2/2021,2021,4,2,8,-4,2,16,0,0,0,0,0,31,35
-82.96,42.28,WINDSOR,6139530,4/3/2021,2021,4,3,18,-1,8.5,9.5,0,0,0,0,0,21,61
-82.96,42.28,WINDSOR,6139530,4/4/2021,2021,4,4,17.5,2,9.8,8.2,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,4/5/2021,2021,4,5,15.5,5,10.3,7.7,0,0,0,0,0,15,32
-82.96,42.28,WINDSOR,6139530,4/6/2021,2021,4,6,25.5,5.5,15.5,2.5,0,0,0,0,0,21,42
-82.96,42.28,WINDSOR,6139530,4/7/2021,2021,4,7,28.5,10.5,19.5,0,1.5,0,0,0,0,21,37
-82.96,42.28,WINDSOR,6139530,4/8/2021,2021,4,8,26,8.5,17.3,0.7,0,8.2,0,8.2,0,19,50
-82.96,42.28,WINDSOR,6139530,4/9/2021,2021,4,9,23.5,13,18.3,0,0.3,0,0,0,0,17,65
-82.96,42.28,WINDSOR,6139530,4/10/2021,2021,4,10,21.5,10,15.8,2.2,0,8.6,0,8.6,0,22,50
-82.96,42.28,WINDSOR,6139530,4/11/2021,2021,4,11,16.5,11,13.8,4.2,0,1.6,0,1.6,0,21,45
-82.96,42.28,WINDSOR,6139530,4/12/2021,2021,4,12,16,9,12.5,5.5,0,0,0,0,0,28,42
-82.96,42.28,WINDSOR,6139530,4/13/2021,2021,4,13,18.5,6,12.3,5.7,0,0,0,0,0,20,42
-82.96,42.28,WINDSOR,6139530,4/14/2021,2021,4,14,14,3,8.5,9.5,0,0,0,0,0,22,48
-82.96,42.28,WINDSOR,6139530,4/15/2021,2021,4,15,10,3,6.5,11.5,0,0.4,0,0.4,0,33,46
-82.96,42.28,WINDSOR,6139530,4/16/2021,2021,4,16,11.5,4.5,8,10,0,0,0,0,0,31,41
-82.96,42.28,WINDSOR,6139530,4/17/2021,2021,4,17,14.5,2.5,8.5,9.5,0,0.4,0,0.4,0,,
-82.96,42.28,WINDSOR,6139530,4/18/2021,2021,4,18,17.5,5.5,11.5,6.5,0,0,0,0,0,26,33
-82.96,42.28,WINDSOR,6139530,4/19/2021,2021,4,19,19,7.5,13.3,4.7,0,0.6,0,0.6,0,25,76
-82.96,42.28,WINDSOR,6139530,4/20/2021,2021,4,20,4,0.5,2.3,15.7,0,0,6.2,6.2,0,32,39
-82.96,42.28,WINDSOR,6139530,4/21/2021,2021,4,21,5.5,-1,2.3,15.7,0,0,0,0,4,33,52
-82.96,42.28,WINDSOR,6139530,4/22/2021,2021,4,22,11,-1.5,4.8,13.2,0,0,0,0,0,27,48
-82.96,42.28,WINDSOR,6139530,4/23/2021,2021,4,23,18.5,1,9.8,8.2,0,0,0,0,0,22,50
-82.96,42.28,WINDSOR,6139530,4/24/2021,2021,4,24,18,3.5,10.8,7.2,0,1.2,0,1.2,0,16,35
-82.96,42.28,WINDSOR,6139530,4/25/2021,2021,4,25,13,6,9.5,8.5,0,0,0,0,0,32,45
-82.96,42.28,WINDSOR,6139530,4/26/2021,2021,4,26,18,2,10,8,0,0,0,0,0,11,41
-82.96,42.28,WINDSOR,6139530,4/27/2021,2021,4,27,27.5,7,17.3,0.7,0,0,0,0,0,21,50
-82.96,42.28,WINDSOR,6139530,4/28/2021,2021,4,28,27.5,17,22.3,0,4.3,3.4,0,3.4,0,25,42
-82.96,42.28,WINDSOR,6139530,4/29/2021,2021,4,29,10.5,9,9.8,8.2,0,4.1,0,4.1,0,29,37
-82.96,42.28,WINDSOR,6139530,4/30/2021,2021,4,30,14,7,10.5,7.5,0,0,0,0,0,30,65
-82.96,42.28,WINDSOR,6139530,5/1/2021,2021,5,1,21,-0.5,10.3,7.7,0,0,0,0,0,21,67
-82.96,42.28,WINDSOR,6139530,5/2/2021,2021,5,2,29,16.5,22.8,0,4.8,2.4,0,2.4,0,21,59
-82.96,42.28,WINDSOR,6139530,5/3/2021,2021,5,3,18.5,14,16.3,1.7,0,5.3,0,5.3,0,22,42
-82.96,42.28,WINDSOR,6139530,5/4/2021,2021,5,4,21,14.5,17.8,0.2,0,0.2,0,0.2,0,27,45
-82.96,42.28,WINDSOR,6139530,5/5/2021,2021,5,5,13,7,10,8,0,0,0,0,0,35,35
-82.96,42.28,WINDSOR,6139530,5/6/2021,2021,5,6,15,3,9,9,0,2.2,0,2.2,0,2,39
-82.96,42.28,WINDSOR,6139530,5/7/2021,2021,5,7,15.5,6,10.8,7.2,0,7.6,0,7.6,0,26,68
-82.96,42.28,WINDSOR,6139530,5/8/2021,2021,5,8,13,4,8.5,9.5,0,0.4,0,0.4,0,34,39
-82.96,42.28,WINDSOR,6139530,5/9/2021,2021,5,9,10,6.5,8.3,9.7,0,3.6,0,3.6,0,9,37
-82.96,42.28,WINDSOR,6139530,5/10/2021,2021,5,10,14.5,0,7.3,10.7,0,0,0,0,0,25,50
-82.96,42.28,WINDSOR,6139530,5/11/2021,2021,5,11,14,4,9,9,0,0,0,0,0,32,46
-82.96,42.28,WINDSOR,6139530,5/12/2021,2021,5,12,18.5,3.5,11,7,0,0,0,0,0,6,33
-82.96,42.28,WINDSOR,6139530,5/13/2021,2021,5,13,20.5,4,12.3,5.7,0,0,0,0,0,4,32
-82.96,42.28,WINDSOR,6139530,5/14/2021,2021,5,14,22.5,5,13.8,4.2,0,0,0,0,0,21,39
-82.96,42.28,WINDSOR,6139530,5/15/2021,2021,5,15,24,6,15,3,0,0.6,0,0.6,0,23,37
-82.96,42.28,WINDSOR,6139530,5/16/2021,2021,5,16,21.5,12.5,17,1,0,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,5/17/2021,2021,5,17,25.5,9.5,17.5,0.5,0,0,0,0,0,20,37
-82.96,42.28,WINDSOR,6139530,5/18/2021,2021,5,18,27,9.5,18.3,0,0.3,0,0,0,0,15,37
-82.96,42.28,WINDSOR,6139530,5/19/2021,2021,5,19,30,12,21,0,3,0,0,0,0,22,42
-82.96,42.28,WINDSOR,6139530,5/20/2021,2021,5,20,32.5,17,24.8,0,6.8,0,0,0,0,22,33
-82.96,42.28,WINDSOR,6139530,5/21/2021,2021,5,21,31.5,18,24.8,0,6.8,0,0,0,0,20,37
-82.96,42.28,WINDSOR,6139530,5/22/2021,2021,5,22,31,20,25.5,0,7.5,0,0,0,0,30,42
-82.96,42.28,WINDSOR,6139530,5/23/2021,2021,5,23,32,20,26,0,8,2.8,0,2.8,0,5,42
-82.96,42.28,WINDSOR,6139530,5/24/2021,2021,5,24,27,12.5,19.8,0,1.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,5/25/2021,2021,5,25,32.5,19.5,26,0,8,3.2,0,3.2,0,22,54
-82.96,42.28,WINDSOR,6139530,5/26/2021,2021,5,26,25,19,22,0,4,3.8,0,3.8,0,32,45
-82.96,42.28,WINDSOR,6139530,5/27/2021,2021,5,27,18,9,13.5,4.5,0,8.3,0,8.3,0,,
-82.96,42.28,WINDSOR,6139530,5/28/2021,2021,5,28,13,7,10,8,0,12.4,0,12.4,0,6,67
-82.96,42.28,WINDSOR,6139530,5/29/2021,2021,5,29,17.5,7.5,12.5,5.5,0,0,0,0,0,5,65
-82.96,42.28,WINDSOR,6139530,5/30/2021,2021,5,30,21,4,12.5,5.5,0,0,0,0,0,8,33
-82.96,42.28,WINDSOR,6139530,5/31/2021,2021,5,31,24,8,16,2,0,0,0,0,0,21,37
-82.96,42.28,WINDSOR,6139530,6/1/2021,2021,6,1,25.5,14.5,20,0,2,0,0,0,0,21,37
-82.96,42.28,WINDSOR,6139530,6/2/2021,2021,6,2,20.5,14.5,17.5,0.5,0,16,0,16,0,16,32
-82.96,42.28,WINDSOR,6139530,6/3/2021,2021,6,3,27,16,21.5,0,3.5,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,6/4/2021,2021,6,4,31,17,24,0,6,0,0,0,0,27,55
-82.96,42.28,WINDSOR,6139530,6/5/2021,2021,6,5,31.5,21,26.3,0,8.3,0,0,0,0,26,54
-82.96,42.28,WINDSOR,6139530,6/6/2021,2021,6,6,32,20,26,0,8,0,0,0,0,20,45
-82.96,42.28,WINDSOR,6139530,6/7/2021,2021,6,7,29,22.5,25.8,0,7.8,0,0,0,0,21,39
-82.96,42.28,WINDSOR,6139530,6/8/2021,2021,6,8,30.5,21,25.8,0,7.8,30.6,0,30.6,0,18,50
-82.96,42.28,WINDSOR,6139530,6/9/2021,2021,6,9,30.5,19.5,25,0,7,0,0,0,0,13,32
-82.96,42.28,WINDSOR,6139530,6/10/2021,2021,6,10,29.5,20.5,25,0,7,0,0,0,0,12,35
-82.96,42.28,WINDSOR,6139530,6/11/2021,2021,6,11,30.5,19,24.8,0,6.8,0,0,0,0,,
-82.96,42.28,WINDSOR,6139530,6/12/2021,2021,6,12,30,19,24.5,0,6.5,2.6,0,2.6,0,,
-82.96,42.28,WINDSOR,6139530,6/13/2021,2021,6,13,29.5,20,24.8,0,6.8,1.6,0,1.6,0,32,41
-82.96,42.28,WINDSOR,6139530,6/14/2021,2021,6,14,26,16,21,0,3,1.2,0,1.2,0,36,48
-82.96,42.28,WINDSOR,6139530,6/15/2021,2021,6,15,25,16,20.5,0,2.5,0,0,0,0,35,45
-82.96,42.28,WINDSOR,6139530,6/16/2021,2021,6,16,24.5,11.5,18,0,0,0,0,0,0,6,32
-82.96,42.28,WINDSOR,6139530,6/17/2021,2021,6,17,30,12,21,0,3,12,0,12,0,23,48
-82.96,42.28,WINDSOR,6139530,6/18/2021,2021,6,18,28.5,18,23.3,0,5.3,0.4,0,0.4,0,23,54
-82.96,42.28,WINDSOR,6139530,6/19/2021,2021,6,19,26,20.5,23.3,0,5.3,0,0,0,0,27,54
-82.96,42.28,WINDSOR,6139530,6/20/2021,2021,6,20,31,18,24.5,0,6.5,29.8,0,29.8,0,21,71
-82.96,42.28,WINDSOR,6139530,6/21/2021,2021,6,21,27.5,19.5,23.5,0,5.5,0,0,0,0,25,74
-82.96,42.28,WINDSOR,6139530,6/22/2021,2021,6,22,21,9,15,3,0,0,0,0,0,27,41
-82.96,42.28,WINDSOR,6139530,6/23/2021,2021,6,23,24.5,10,17.3,0.7,0,0,0,0,0,24,52
-82.96,42.28,WINDSOR,6139530,6/24/2021,2021,6,24,28.5,17.5,23,0,5,1.4,0,1.4,0,20,50
-82.96,42.28,WINDSOR,6139530,6/25/2021,2021,6,25,24.5,21,22.8,0,4.8,92.8,0,92.8,0,18,59
-82.96,42.28,WINDSOR,6139530,6/26/2021,2021,6,26,30,21.5,25.8,0,7.8,0,0,0,0,21,61
-82.96,42.28,WINDSOR,6139530,6/27/2021,2021,6,27,32,24,28,0,10,0,0,0,0,20,54
-82.96,42.28,WINDSOR,6139530,6/28/2021,2021,6,28,33.5,23.5,28.5,0,10.5,2.8,0,2.8,0,27,50
-82.96,42.28,WINDSOR,6139530,6/29/2021,2021,6,29,33.5,22.5,28,0,10,2.4,0,2.4,0,27,76
